xmin,ymin,xmax,ymax,Text 
2373,2430,2502,2412,\W1.000761;64.30 ROW 
36,3877,1138
37,3885,1138
38,3877,1138
39,3885,1138
40,3877,1138
1,3885,1137
2,3876,1137
3,3885,1137
4,3876,1137
5,3885,1137
6,3876,1137
7,3885,1137
8,3876,1137
9,3885,1137
10,3876,1137
11,3885,1137
12,3876,1137
13,3885,1137
14,3876,1137
15,3885,1137
16,3876,1137
17,3885,1137
18,3876,1137
19,3885,1137
20,3876,1137
21,3885,1137
22,3876,1137
23,3885,1137
24,3876,1137
25,3885,1137
26,3876,1137
27,3885,1137
28,3876,1137
29,3885,1137
30,3876,1137
31,3885,1137
32,3876,1137
33,3885,1137
34,3876,1137
35,3885,1137
36,3876,1137
37,3885,1137
38,3876,1137
39,3885,1137
40,3876,1137
41,3885,1137
1,3885,1137
2,3876,1137
3,3885,1137
4,3876,1137
5,3885,1137
6,3876,1137
7,3885,1137
8,3876,1137
9,3885,1137
10,3876,1137
11,3885,1137
12,3876,1137
13,3885,1137
14,3876,1137
15,3885,1137
16,3876,1137
17,3885,1137
18,3876,1137
19,3885,1137
20,3876,1137
21,3885,1137
22,3876,1137
23,3885,1137
24,3876,1137
25,3885,1137
26,3876,1137
27,3885,1137
28,3876,1137
29,3885,1137
30,3876,1137
31,3885,1137
32,3876,1137
33,3885,1137
34,3876,1137
35,3885,1137
36,3876,1137
37,3885,1137
38,3876,1137
39,3885,1137
40,3876,1137
41,3885,1137
1,3885,1137
2,3876,1137
3,3885,1137
4,3876,1137
5,3885,1137
6,3876,1137
7,3885,1137
8,3876,1137
9,3885,1137
10,3876,1137
11,3885,1137
12,3876,1137
13,3885,1137
14,3876,1137
15,3885,1137
16,3876,1137
17,3885,1137
18,3876,1137
19,3885,1137
20,3876,1137
21,3885,1137
22,3876,1137
23,3885,1137
24,3876,1137
25,3885,1137
26,3876,1137
27,3886,1137
28,3876,1137
29,3886,1137
30,3876,1137
31,3886,1137
32,3876,1137
33,3886,1137
34,3876,1137
35,3886,1137
36,3876,1137
37,3886,1137
38,3876,1137
39,3886,1137
40,3876,1137
1,3886,1136
2,3876,1136
3,3886,1136
4,3876,1136
5,3886,1136
6,3876,1136
7,3886,1136
8,3876,1136
9,3886,1136
10,3876,1136
11,3886,1136
12,3876,1136
13,3886,1136
14,3876,1136
15,3886,1136
16,3876,1136
17,3886,1136
18,3876,1136
19,3886,1136
20,3876,1136
21,3886,1136
22,3876,1136
23,3886,1136
24,3876,1136
25,3886,1136
26,3876,1136
27,3886,1136
28,3876,1136
29,3886,1136
30,3876,1136
31,3886,1136
32,3876,1136
33,3886,1136
34,3876,1136
35,3886,1136
36,3876,1136
37,3886,1136
38,3876,1136
39,3886,1136
40,3876,1136
41,3886,1136
1,3886,1136
2,3876,1136
3,3886,1136
4,3876,1136
5,3886,1136
6,3876,1136
7,3886,1136
8,3876,1136
9,3886,1136
10,3876,1136
11,3886,1136
12,3876,1136
13,3886,1136
14,3876,1136
15,3886,1136
16,3876,1136
17,3886,1136
18,3876,1136
19,3886,1136
20,3876,1136
21,3886,1136
22,3876,1136
23,3886,1136
24,3876,1136
25,3886,1136
26,3876,1136
27,3886,1136
28,3876,1136
29,3886,1136
30,3876,1136
31,3886,1136
32,3876,1136
33,3886,1136
34,3876,1136
35,3886,1136
36,3876,1136
37,3886,1136
38,3876,1136
39,3886,1136
40,3876,1136
41,3886,1136
1,3886,1136
2,3876,1136
3,3886,1136
4,3876,1136
5,3886,1136
6,3876,1136
7,3886,1136
8,3876,1136
9,3886,1136
10,3876,1136
11,3886,1136
12,3876,1136
13,3886,1136
14,3876,1136
15,3886,1136
16,3876,1136
17,3886,1136
18,3876,1136
19,3886,1136
20,3876,1136
21,3886,1136
22,3876,1136
23,3886,1136
24,3876,1136
25,3886,1136
26,3876,1136
27,3886,1136
28,3876,1136
29,3886,1136
30,3876,1136
31,3886,1136
32,3876,1136
33,3886,1136
34,3876,1136
35,3886,1136
36,3876,1136
37,3886,1136
38,3876,1136
39,3886,1136
40,3876,1136
1,3886,1136
2,3876,1136
3,3886,1136
4,3876,1136
5,3886,1136
6,3876,1136
7,3886,1136
8,3876,1136
9,3886,1136
10,3876,1136
11,3886,1136
12,3876,1136
13,3886,1136
14,3876,1136
15,3886,1136
16,3876,1136
17,3886,1136
18,3876,1136
19,3886,1136
20,3876,1136
21,3886,1136
22,3876,1136
23,3886,1136
24,3876,1136
25,3886,1136
26,3876,1136
27,3886,1136
28,3876,1136
29,3886,1136
30,3876,1136
31,3886,1136
32,3876,1136
33,3886,1136
34,3876,1136
35,3886,1136
36,3876,1136
37,3886,1136
38,3876,1136
39,3886,1136
40,3876,1136
41,3886,1136
1,3886,1135
2,3876,1135
3,3886,1135
4,3876,1135
5,3886,1135
6,3876,1135
7,3886,1135
8,3876,1135
9,3886,1135
10,3876,1135
11,3886,1135
12,3876,1135
13,3886,1135
14,3876,1135
15,3886,1135
16,3876,1135
17,3886,1135
18,3876,1135
19,3886,1135
20,3876,1135
21,3886,1135
22,3876,1135
23,3886,1135
24,3876,1135
25,3886,1135
26,3876,1135
27,3886,1135
28,3876,1135
29,3886,1135
30,3876,1135
31,3886,1135
32,3876,1135
33,3886,1135
34,3876,1135
35,3886,1135
36,3876,1135
37,3886,1135
38,3876,1135
39,3886,1135
40,3876,1135
41,3886,1135
1,3886,1135
2,3876,1135
3,3886,1135
4,3876,1135
5,3886,1135
6,3876,1135
7,3886,1135
8,3876,1135
9,3886,1135
10,3876,1135
11,3886,1135
12,3876,1135
13,3886,1135
14,3876,1135
15,3886,1135
16,3876,1135
17,3886,1135
18,3876,1135
19,3886,1135
20,3876,1135
21,3886,1135
22,3876,1135
23,3886,1135
24,3876,1135
25,3886,1135
26,3876,1135
27,3886,1135
28,3876,1135
29,3886,1135
30,3876,1135
31,3886,1135
32,3876,1135
33,3886,1135
34,3876,1135
35,3886,1135
36,3876,1135
37,3886,1135
38,3876,1135
39,3886,1135
40,3876,1135
1,3886,1135
2,3876,1135
3,3886,1135
4,3876,1135
5,3886,1135
6,3876,1135
7,3886,1135
8,3876,1135
9,3886,1135
10,3876,1135
11,3886,1135
12,3876,1135
13,3886,1135
14,3876,1135
15,3886,1135
16,3876,1135
17,3886,1135
18,3876,1135
19,3886,1135
20,3876,1135
21,3886,1135
22,3876,1135
23,3886,1135
24,3876,1135
25,3886,1135
26,3876,1135
27,3886,1135
28,3876,1135
29,3886,1135
30,3876,1135
31,3886,1135
32,3876,1135
33,3886,1135
34,3876,1135
35,3886,1135
36,3876,1135
37,3886,1135
38,3876,1135
39,3886,1135
40,3876,1135
41,3886,1135
1,3886,1134
2,3876,1134
3,3886,1134
4,3876,1134
5,3886,1134
6,3876,1134
7,3886,1134
8,3876,1134
9,3886,1134
10,3876,1134
11,3886,1134
12,3876,1134
13,3886,1134
14,3876,1134
15,3886,1134
16,3876,1134
17,3886,1134
18,3876,1134
19,3886,1134
20,3876,1134
21,3886,1134
22,3876,1134
23,3886,1134
24,3876,1134
25,3886,1134
26,3876,1134
27,3886,1134
28,3876,1134
29,3886,1134
30,3876,1134
31,3886,1134
32,3876,1134
33,3886,1134
34,3876,1134
35,3886,1134
36,3876,1134
37,3886,1134
38,3876,1134
39,3886,1134
40,3876,1134
41,3886,1134
1,3886,1134
2,3876,1134
3,3886,1134
4,3876,1134
5,3886,1134
6,3876,1134
7,3886,1134
8,3876,1134
9,3886,1134
10,3876,1134
11,3886,1134
12,3876,1134
13,3886,1134
14,3876,1134
15,3886,1134
16,3876,1134
17,3886,1134
18,3876,1134
19,3886,1134
20,3876,1134
21,3886,1134
22,3876,1134
23,3886,1134
24,3876,1134
25,3886,1134
26,3876,1134
27,3886,1134
28,3876,1134
29,3886,1134
30,3876,1134
31,3886,1134
32,3876,1134
33,3886,1134
34,3876,1134
35,3886,1134
36,3876,1134
37,3886,1134
38,3876,1134
39,3886,1134
40,3876,1134
1,3886,1134
2,3876,1134
3,3886,1134
4,3876,1134
5,3886,1134
6,3876,1134
7,3886,1134
8,3876,1134
9,3886,1134
10,3876,1134
11,3886,1134
12,3876,1134
13,3886,1134
14,3876,1134
15,3886,1134
16,3876,1134
17,3886,1134
18,3876,1134
19,3886,1134
20,3876,1134
21,3886,1134
22,3876,1134
23,3886,1134
24,3876,1134
25,3886,1134
26,3876,1134
27,3886,1134
28,3876,1134
29,3886,1134
30,3876,1134
31,3886,1134
32,3876,1134
33,3886,1134
34,3876,1134
35,3886,1134
36,3876,1134
37,3886,1134
38,3876,1134
39,3886,1134
40,3876,1134
41,3886,1134
1,3886,1133
2,3876,1133
3,3886,1133
4,3876,1133
5,3886,1133
6,3876,1133
7,3886,1133
8,3876,1133
9,3886,1133
10,3876,1133
11,3886,1133
12,3876,1133
13,3886,1133
14,3876,1133
15,3886,1133
16,3876,1133
17,3886,1133
18,3876,1133
19,3886,1133
20,3876,1133
21,3886,1133
22,3876,1133
23,3886,1133
24,3876,1133
25,3886,1133
26,3876,1133
27,3886,1133
28,3876,1133
29,3886,1133
30,3876,1133
31,3886,1133
32,3876,1133
33,3886,1133
34,3876,1133
35,3886,1133
36,3876,1133
37,3886,1133
38,3876,1133
39,3886,1133
40,3876,1133
41,3886,1133
1,3886,1133
2,3876,1133
3,3886,1133
4,3876,1133
5,3886,1133
6,3876,1133
7,3886,1133
8,3876,1133
9,3886,1133
10,3876,1133
11,3886,1133
12,3876,1133
13,3886,1133
14,3876,1133
15,3886,1133
16,3876,1133
17,3886,1133
18,3876,1133
19,3886,1133
20,3876,1133
21,3886,1133
22,3876,1133
23,3886,1133
24,3876,1133
25,3886,1133
26,3876,1133
27,3886,1133
28,3876,1133
29,3886,1133
30,3876,1133
31,3886,1133
32,3876,1133
33,3886,1133
34,3876,1133
35,3886,1133
36,3876,1133
37,3886,1133
38,3876,1133
39,3886,1133
40,3876,1133
1,3886,1133
2,3876,1133
3,3886,1133
4,3876,1133
5,3886,1133
6,3876,1133
7,3886,1133
8,3876,1133
9,3886,1133
10,3876,1133
11,3886,1133
12,3876,1133
13,3886,1133
14,3876,1133
15,3886,1133
16,3876,1133
17,3886,1133
18,3876,1133
19,3886,1133
20,3876,1133
21,3886,1133
22,3876,1133
23,3886,1133
24,3876,1133
25,3886,1133
26,3876,1133
27,3886,1133
28,3876,1133
29,3886,1133
30,3876,1133
31,3886,1133
32,3876,1133
33,3886,1133
34,3876,1133
35,3886,1133
36,3876,1133
37,3886,1133
38,3876,1133
39,3886,1133
40,3876,1133
41,3886,1133
1,3886,1133
2,3876,1133
3,3886,1133
4,3876,1133
5,3886,1133
6,3876,1133
7,3886,1133
8,3876,1133
9,3886,1133
10,3876,1133
11,3886,1133
12,3876,1133
13,3886,1133
14,3876,1133
15,3886,1133
16,3876,1133
17,3886,1133
18,3876,1133
19,3886,1133
20,3876,1133
21,3886,1133
22,3876,1133
23,3886,1133
24,3876,1133
25,3886,1133
26,3876,1133
27,3886,1133
28,3876,1133
29,3886,1133
30,3876,1133
31,3886,1133
32,3876,1133
33,3886,1133
34,3876,1133
35,3886,1133
36,3876,1133
37,3886,1133
38,3876,1133
39,3886,1133
40,3876,1133
41,3886,1133
1,3886,1132
2,3876,1132
3,3886,1132
4,3876,1132
5,3886,1132
6,3876,1132
7,3886,1132
8,3876,1132
9,3886,1132
10,3876,1132
11,3886,1132
12,3876,1132
13,3886,1132
14,3876,1132
15,3886,1132
16,3876,1132
17,3886,1132
18,3876,1132
19,3886,1132
20,3876,1132
21,3886,1132
22,3876,1132
23,3886,1132
24,3876,1132
25,3886,1132
26,3876,1132
27,3886,1132
28,3876,1132
29,3886,1132
30,3876,1132
31,3886,1132
32,3876,1132
33,3886,1132
34,3876,1132
35,3886,1132
36,3876,1132
37,3886,1132
38,3876,1132
39,3886,1132
40,3876,1132
1,3886,1132
2,3876,1132
3,3886,1132
4,3876,1132
5,3886,1132
6,3876,1132
7,3886,1132
8,3876,1132
9,3886,1132
10,3876,1132
11,3886,1132
12,3876,1132
13,3886,1132
14,3876,1132
15,3886,1132
16,3876,1132
17,3886,1132
18,3876,1132
19,3886,1132
20,3876,1132
21,3886,1132
22,3876,1132
23,3886,1132
24,3876,1132
25,3886,1132
26,3876,1132
27,3886,1132
28,3876,1132
29,3886,1132
30,3876,1132
31,3886,1132
32,3876,1132
33,3886,1132
34,3876,1132
35,3886,1132
36,3876,1132
37,3886,1132
38,3876,1132
39,3886,1132
40,3876,1132
41,3886,1132
1,3886,1132
2,3876,1132
3,3886,1132
4,3876,1132
5,3886,1132
6,3876,1132
7,3886,1132
8,3876,1132
9,3886,1132
10,3876,1132
11,3886,1132
12,3876,1132
13,3886,1132
14,3876,1132
15,3886,1132
16,3876,1132
17,3886,1132
18,3876,1132
19,3886,1132
20,3876,1132
21,3886,1132
22,3876,1132
23,3886,1132
24,3876,1132
25,3886,1132
26,3876,1132
27,3886,1132
28,3876,1132
29,3886,1132
30,3876,1132
31,3886,1132
32,3876,1132
33,3886,1132
34,3876,1132
35,3886,1132
36,3876,1132
37,3886,1132
38,3876,1132
39,3886,1132
40,3876,1132
41,3886,1132
1,3886,1131
2,3876,1131
3,3886,1131
4,3876,1131
5,3886,1131
6,3876,1131
7,3886,1131
8,3876,1131
9,3886,1131
10,3876,1131
11,3886,1131
12,3876,1131
13,3886,1131
14,3876,1131
15,3886,1131
16,3876,1131
17,3886,1131
18,3876,1131
19,3886,1131
20,3876,1131
21,3886,1131
22,3876,1131
23,3886,1131
24,3876,1131
25,3886,1131
26,3876,1131
27,3886,1131
28,3876,1131
29,3886,1131
30,3876,1131
31,3886,1131
32,3876,1131
33,3886,1131
34,3876,1131
35,3886,1131
36,3876,1131
37,3886,1131
38,3876,1131
39,3886,1131
40,3876,1131
41,3886,1131
1,3886,1131
2,3876,1131
3,3886,1131
4,3876,1131
5,3886,1131
6,3876,1131
7,3886,1131
8,3876,1131
9,3886,1131
10,3876,1131
11,3886,1131
12,3876,1131
13,3886,1131
14,3876,1131
15,3886,1131
16,3876,1131
17,3886,1131
18,3876,1131
19,3886,1131
20,3876,1131
21,3886,1131
22,3876,1131
23,3886,1131
24,3876,1131
25,3886,1131
26,3876,1131
27,3886,1131
28,3876,1131
29,3886,1131
30,3876,1131
31,3886,1131
32,3876,1131
33,3886,1131
34,3876,1131
35,3886,1131
36,3876,1131
37,3886,1131
38,3876,1131
39,3886,1131
40,3876,1131
1,3886,1131
2,3876,1131
3,3886,1131
4,3876,1131
5,3886,1131
6,3876,1131
7,3886,1131
8,3876,1131
9,3886,1131
10,3876,1131
11,3886,1131
12,3876,1131
13,3886,1131
14,3876,1131
15,3886,1131
16,3876,1131
17,3886,1131
18,3876,1131
19,3886,1131
20,3876,1131
21,3886,1131
22,3876,1131
23,3886,1131
24,3876,1131
25,3886,1131
26,3876,1131
27,3886,1131
28,3876,1131
29,3886,1131
30,3876,1131
31,3886,1131
32,3876,1131
33,3886,1131
34,3876,1131
35,3886,1131
36,3876,1131
37,3886,1131
38,3876,1131
39,3886,1131
40,3876,1131
41,3886,1131
1,3886,1130
2,3876,1130
3,3886,1130
4,3876,1130
5,3886,1130
6,3876,1130
7,3886,1130
8,3876,1130
9,3885,1130
10,3876,1130
11,3885,1130
12,3876,1130
13,3885,1130
14,3876,1130
15,3885,1130
16,3876,1130
17,3885,1130
18,3876,1130
19,3885,1130
20,3876,1130
21,3885,1130
22,3876,1130
23,3885,1130
24,3876,1130
25,3885,1130
26,3876,1130
27,3885,1130
28,3876,1130
29,3885,1130
30,3876,1130
31,3885,1130
32,3876,1130
33,3885,1130
34,3876,1130
35,3885,1130
36,3876,1130
37,3885,1130
38,3876,1130
39,3885,1130
40,3876,1130
41,3885,1130
1,3885,1130
2,3876,1130
3,3885,1130
4,3876,1130
5,3885,1130
6,3876,1130
7,3885,1130
8,3876,1130
9,3885,1130
10,3876,1130
11,3885,1130
12,3876,1130
13,3885,1130
14,3876,1130
15,3885,1130
16,3876,1130
17,3885,1130
18,3876,1130
19,3885,1130
20,3876,1130
21,3885,1130
22,3876,1130
23,3885,1130
24,3876,1130
25,3885,1130
26,3876,1130
27,3885,1130
28,3876,1130
29,3885,1130
30,3876,1130
31,3885,1130
32,3876,1130
33,3885,1130
34,3876,1130
35,3885,1130
36,3876,1130
37,3885,1130
38,3876,1130
39,3885,1130
40,3876,1130
1,3885,1130
2,3876,1130
3,3885,1130
4,3876,1130
5,3885,1130
6,3876,1130
7,3885,1130
8,3876,1130
9,3885,1130
10,3876,1130
11,3885,1130
12,3876,1130
13,3885,1130
14,3876,1130
15,3885,1130
16,3876,1130
17,3885,1130
18,3876,1130
19,3885,1130
20,3876,1130
21,3885,1130
22,3876,1130
23,3885,1130
24,3876,1130
25,3885,1130
26,3876,1130
27,3885,1130
28,3876,1130
29,3885,1130
30,3876,1130
31,3885,1130
32,3876,1130
33,3885,1130
34,3876,1130
35,3885,1130
36,3876,1130
37,3885,1130
38,3876,1130
39,3885,1130
40,3876,1130
41,3885,1130
1,3876,1129
2,3885,1129
3,3877,1129
4,3885,1129
5,3877,1129
6,3885,1129
7,3877,1129
8,3885,1129
9,3877,1129
10,3885,1129
11,3877,1129
12,3885,1129
13,3877,1129
14,3885,1129
15,3877,1129
16,3885,1129
17,3877,1129
18,3885,1129
19,3877,1129
20,3885,1129
21,3877,1129
22,3885,1129
23,3877,1129
24,3885,1129
25,3877,1129
26,3885,1129
27,3877,1129
28,3885,1129
29,3877,1129
30,3885,1129
31,3877,1129
32,3885,1129
33,3877,1129
34,3885,1129
35,3877,1129
36,3885,1129
37,3877,1129
38,3885,1129
39,3877,1129
40,3885,1129
41,3877,1129
1,3885,1129
2,3877,1129
3,3885,1129
4,3877,1129
5,3885,1129
6,3877,1129
7,3885,1129
8,3877,1129
9,3885,1129
10,3877,1129
11,3885,1129
12,3877,1129
13,3885,1129
14,3877,1129
15,3885,1129
16,3877,1129
17,3885,1129
18,3877,1129
19,3885,1129
20,3877,1129
21,3885,1129
22,3877,1129
23,3885,1129
24,3877,1129
25,3885,1129
26,3877,1129
27,3885,1129
28,3877,1129
29,3885,1129
1,3885,1129
2,3877,1129
3,3885,1129
4,3877,1129
5,3885,1129
6,3877,1129
7,3885,1129
8,3877,1129
9,3885,1129
10,3877,1129
11,3885,1129
12,3877,1129
1,3885,1129
2,3877,1129
3,3885,1129
4,3877,1129
5,3885,1129
6,3877,1129
7,3885,1129
8,3877,1129
9,3885,1129
10,3877,1129
11,3885,1129
12,3877,1129
13,3885,1129
14,3877,1129
15,3885,1129
16,3877,1129
17,3885,1129
18,3877,1129
19,3885,1129
20,3877,1129
21,3885,1129
22,3877,1129
23,3885,1129
24,3877,1129
25,3885,1129
26,3877,1129
27,3885,1129
28,3877,1129
29,3885,1129
30,3877,1129
31,3885,1129
32,3877,1129
33,3885,1129
34,3877,1129
35,3885,1129
36,3877,1129
37,3885,1129
38,3877,1129
39,3885,1129
40,3877,1129
41,3885,1129
1,3885,1129
2,3877,1129
3,3885,1129
4,3877,1129
5,3885,1129
6,3877,1129
7,3885,1129
8,3877,1129
9,3885,1129
10,3877,1129
11,3885,1129
12,3877,1129
13,3885,1129
14,3877,1129
15,3885,1129
1,3885,1129
2,3877,1129
3,3885,1129
4,3877,1129
5,3885,1129
6,3877,1129
7,3885,1129
8,3877,1129
9,3885,1129
10,3877,1129
11,3885,1129
12,3877,1129
13,3885,1129
14,3877,1129
15,3885,1129
16,3877,1129
17,3885,1129
18,3877,1129
19,3885,1129
20,3877,1129
21,3885,1129
22,3877,1129
23,3885,1129
24,3877,1129
25,3885,1129
26,3877,1129
27,3885,1129
1,3885,1128
2,3877,1128
3,3885,1128
4,3877,1128
5,3885,1128
6,3877,1128
7,3885,1128
8,3877,1128
9,3885,1128
10,3877,1128
11,3885,1128
12,3877,1128
13,3885,1128
14,3877,1128
15,3885,1128
16,3877,1128
17,3885,1128
18,3877,1128
19,3885,1128
20,3877,1128
21,3885,1128
22,3877,1128
23,3885,1128
24,3877,1128
25,3885,1128
26,3877,1128
27,3885,1128
28,3877,1128
29,3885,1128
30,3877,1128
31,3884,1128
32,3877,1128
33,3884,1128
34,3877,1128
35,3884,1128
36,3877,1128
37,3884,1128
38,3878,1128
39,3884,1128
40,3878,1128
1,3884,1128
2,3878,1128
3,3884,1128
4,3878,1128
5,3884,1128
6,3878,1128
7,3884,1128
8,3878,1128
9,3884,1128
10,3878,1128
11,3884,1128
12,3878,1128
13,3884,1128
14,3878,1128
15,3884,1128
16,3878,1128
17,3884,1128
18,3878,1128
19,3884,1128
20,3878,1128
21,3884,1128
22,3878,1128
23,3884,1128
24,3878,1128
25,3884,1128
26,3878,1128
27,3884,1128
28,3878,1128
29,3884,1128
30,3878,1128
31,3884,1128
32,3878,1128
33,3884,1128
34,3878,1128
35,3884,1128
36,3878,1128
37,3884,1128
38,3878,1128
39,3884,1128
40,3878,1128
41,3884,1128
1,3884,1128
2,3878,1128
3,3884,1128
4,3878,1128
5,3884,1128
6,3878,1128
7,3884,1128
8,3878,1128
9,3884,1128
10,3878,1128
11,3884,1128
12,3878,1128
13,3884,1128
14,3878,1128
15,3884,1128
16,3878,1128
17,3884,1128
18,3878,1128
19,3884,1128
20,3878,1128
21,3884,1128
22,3878,1128
23,3884,1128
24,3878,1128
25,3884,1128
26,3878,1128
27,3884,1128
28,3878,1128
29,3884,1128
30,3878,1128
31,3884,1128
32,3878,1128
33,3884,1128
34,3878,1128
35,3884,1128
36,3878,1128
37,3884,1128
38,3878,1128
39,3884,1128
40,3878,1128
41,3884,1128
1,3884,1127
2,3878,1127
3,3884,1127
4,3878,1127
5,3884,1127
6,3878,1127
7,3884,1127
8,3878,1127
9,3884,1127
10,3878,1127
11,3884,1127
12,3878,1127
13,3884,1127
14,3878,1127
15,3884,1127
16,3878,1127
17,3884,1127
18,3878,1127
19,3884,1127
20,3878,1127
21,3884,1127
22,3878,1127
23,3884,1127
24,3878,1127
25,3884,1127
26,3878,1127
27,3884,1127
28,3878,1127
29,3884,1127
30,3878,1127
31,3884,1127
32,3878,1127
33,3883,1127
34,3878,1127
35,3883,1127
36,3878,1127
37,3883,1127
38,3878,1127
39,3883,1127
40,3878,1127
1,3883,1127
2,3878,1127
3,3883,1127
4,3878,1127
5,3883,1127
6,3878,1127
7,3883,1127
8,3878,1127
9,3883,1127
10,3878,1127
11,3883,1127
12,3878,1127
13,3883,1127
14,3878,1127
15,3883,1127
16,3878,1127
17,3883,1127
18,3878,1127
19,3883,1127
20,3878,1127
21,3883,1127
22,3878,1127
23,3883,1127
1,3879,1127
2,3883,1127
3,3879,1127
4,3883,1127
5,3879,1127
6,3883,1127
7,3879,1127
8,3883,1127
9,3879,1127
10,3883,1127
11,3879,1127
12,3883,1127
13,3879,1127
14,3883,1127
15,3879,1127
16,3883,1127
17,3878,1127
18,3883,1127
19,3878,1127
1,3883,1127
2,3879,1127
3,3883,1127
4,3879,1127
5,3883,1127
6,3879,1127
7,3883,1127
8,3879,1127
9,3883,1127
10,3879,1127
11,3883,1127
12,3879,1127
13,3883,1127
14,3879,1127
15,3883,1127
16,3879,1127
17,3883,1127
18,3879,1127
19,3883,1127
20,3879,1127
21,3883,1127
22,3879,1127
23,3883,1127
24,3879,1127
25,3883,1127
26,3879,1127
27,3883,1127
28,3879,1127
29,3883,1127
1,3882,1127
2,3879,1127
3,3882,1127
4,3879,1127
5,3882,1127
6,3879,1127
7,3882,1127
8,3879,1127
9,3882,1127
10,3879,1127
11,3882,1127
12,3879,1127
13,3882,1127
1,3882,1126
2,3879,1126
3,3882,1126
4,3879,1126
5,3882,1126
6,3879,1126
7,3882,1126
8,3879,1126
1,3882,1126
2,3880,1126
3,3882,1126
4,3880,1126
5,3882,1126
6,3880,1126
7,3882,1126
8,3880,1126
9,3882,1126
10,3880,1126
11,3882,1126
12,3880,1126
13,3882,1126
14,3880,1126
1,3882,1126
2,3880,1126
3,3882,1126
4,3880,1126
5,3882,1126
6,3880,1126
7,3882,1126
8,3880,1126
9,3882,1126
1,3881,1126
2,3880,1126
3,3881,1126
4,3880,1126
5,3881,1126
6,3880,1126
7,3881,1126
8,3880,1126
9,3881,1126
10,3881,1126
11,3881,1126
12,3881,1126
1,4205,1115
2,4204,1115
3,4205,1115
4,4204,1115
1,4205,1115
2,4204,1115
3,4205,1115
4,4204,1115
5,4205,1115
6,4204,1115
7,4205,1115
8,4204,1115
9,4205,1115
1,4204,1115
2,4206,1115
3,4204,1115
4,4206,1115
5,4204,1115
6,4206,1115
7,4204,1115
8,4206,1115
9,4204,1115
10,4206,1115
11,4204,1115
12,4206,1115
1,4204,1115
2,4206,1115
3,4204,1115
4,4206,1115
5,4204,1115
6,4206,1115
7,4204,1115
8,4206,1115
9,4204,1115
10,4206,1115
11,4203,1115
12,4206,1115
13,4203,1115
14,4206,1115
1,4203,1115
2,4206,1115
1,4203,1115
2,4206,1115
3,4203,1115
4,4206,1115
5,4203,1115
6,4206,1115
7,4203,1115
8,4206,1115
9,4203,1115
10,4206,1115
11,4203,1115
12,4206,1115
13,4203,1115
14,4206,1115
15,4203,1115
16,4206,1115
17,4203,1115
18,4206,1115
1,4203,1115
2,4207,1115
3,4203,1115
4,4207,1115
5,4203,1115
6,4207,1115
7,4203,1115
8,4207,1115
9,4203,1115
10,4207,1115
11,4203,1115
12,4207,1115
13,4203,1115
14,4207,1115
15,4203,1115
1,4203,1115
2,4207,1115
3,4203,1115
4,4207,1115
5,4203,1115
6,4207,1115
7,4203,1115
8,4207,1115
9,4203,1115
10,4207,1115
1,4203,1116
2,4207,1116
3,4203,1116
4,4207,1116
5,4203,1116
6,4207,1116
7,4203,1116
8,4207,1116
9,4203,1116
10,4207,1116
11,4203,1116
12,4207,1116
13,4203,1116
14,4207,1116
15,4203,1116
16,4207,1116
17,4203,1116
1,4202,1116
2,4207,1116
3,4202,1116
4,4207,1116
5,4202,1116
6,4207,1116
7,4202,1116
8,4207,1116
9,4202,1116
10,4207,1116
11,4202,1116
12,4207,1116
13,4202,1116
14,4207,1116
15,4202,1116
16,4207,1116
17,4202,1116
18,4207,1116
19,4202,1116
20,4207,1116
21,4202,1116
22,4207,1116
23,4202,1116
24,4207,1116
1,4202,1116
2,4207,1116
3,4202,1116
4,4207,1116
5,4202,1116
6,4207,1116
7,4202,1116
8,4207,1116
9,4202,1116
10,4207,1116
11,4202,1116
12,4207,1116
13,4202,1116
14,4207,1116
15,4202,1116
16,4207,1116
17,4202,1116
18,4207,1116
19,4202,1116
20,4207,1116
21,4202,1116
22,4207,1116
23,4202,1116
24,4207,1116
25,4202,1116
26,4207,1116
27,4202,1116
28,4207,1116
29,4202,1116
30,4207,1116
31,4202,1116
32,4207,1116
33,4202,1116
34,4207,1116
35,4202,1116
36,4207,1116
37,4202,1116
38,4207,1116
39,4202,1116
1,4202,1116
2,4207,1116
3,4202,1116
1,4202,1116
2,4208,1116
3,4202,1116
4,4208,1116
5,4202,1116
6,4208,1116
7,4202,1116
8,4208,1116
9,4202,1116
10,4208,1116
11,4202,1116
12,4208,1116
13,4202,1116
14,4208,1116
15,4202,1116
16,4208,1116
17,4202,1116
18,4208,1116
19,4202,1116
20,4208,1116
21,4202,1116
22,4208,1116
23,4202,1116
24,4208,1116
25,4202,1116
26,4208,1116
27,4202,1116
28,4208,1116
29,4202,1116
30,4207,1116
31,4202,1116
32,4207,1116
33,4202,1116
34,4207,1116
35,4202,1116
36,4207,1116
37,4202,1116
38,4207,1116
1,4201,1116
2,4208,1116
3,4201,1116
4,4208,1116
1,4201,1116
2,4208,1116
3,4201,1116
4,4208,1116
5,4201,1116
6,4208,1116
7,4201,1116
8,4208,1116
9,4201,1116
10,4208,1116
11,4201,1116
12,4208,1116
13,4201,1116
14,4208,1116
15,4201,1116
16,4208,1116
17,4201,1116
18,4208,1116
